ID,Model,Quality,MSE,PSNR,SSIM,MS-SSIM,VIF,FSIM,UIQ,BRISQUE,NIQUE,hyperIQA,UNIQUE
2,ArNet,hi,0.00115340553068043,29.3801797044009,0.923768504869275,0.962722142341812,0.401209752094634,0.6906920159264933,0.24434747535553175,28.513099305022223,8.709959931023262,75.40828247070313,0.7023905515670776
2,ArNet,lo,0.00236881421890256,26.2546899874084,0.880752446868012,0.928388667822785,0.302924772632731,0.6117072984238523,0.2164746801293531,45.959285466946056,10.107960340395932,69.53809394836426,0.781583309173584
2,ArNet,mi,0.00137351554267552,28.6216642174759,0.914967726953169,0.954476119664947,0.376621812110909,0.6734180243582255,0.5616989210676707,31.34414016918467,9.191725677188098,75.17457504272461,0.7570095062255859
2,ESRGAN,hi,0.00269101411920376,25.7008402357545,0.875628526209725,0.954702602654381,0.370422414154255,0.6606056799025922,0.34436991549608065,1.9339416705812198,7.997860833130612,76.18777999877929,0.7554243803024292
2,ESRGAN,lo,0.00402510216523873,23.9522309188336,0.85473477256053,0.938337213993422,0.312172052648848,0.6312263770722243,1.0,0.4932907627763541,8.17488812711626,76.44594039916993,0.7555832862854004
2,ESRGAN,mi,0.00393779864710071,24.0474649456883,0.844855705341446,0.940825782316149,0.307752599272666,0.6310928992019605,0.4883720854399417,2.5164488035343027,7.172520733394708,76.9731575012207,0.768921971321106
2,hevc,hi,0.000899532788931301,30.4598300153199,0.933997201425217,0.964164612237079,0.417588028092541,0.7167711348210529,1.0,38.44065548108867,8.936480838695681,77.32180786132812,0.654617965221405
2,hevc,lo,0.00182223547160232,27.3939550364737,0.891168995255375,0.936087061555038,0.321385007704268,0.6542912091287607,0.5464004203614788,67.99174031218885,10.272363332503284,73.62322463989258,0.6633502244949341
2,hevc,mi,0.00150626745875402,28.2209790625759,0.910284519112436,0.948746621672814,0.352340004237465,0.6821000013177295,0.5755812811831023,45.70477635375491,9.175892363762996,74.81636810302734,0.6976460814476013
2,HiFiC,hi,0.000869858310955637,30.6055148276237,0.93122043432318,0.971442674639679,0.443065752339628,0.6823973338148889,0.45313098735858803,2.88323217621857,8.80582853310779,77.50079574584962,0.7043043375015259
2,HiFiC,lo,0.00202312353950062,26.9397759677181,0.877397033843914,0.938280107515732,0.328100923484632,0.6059517315406292,0.317661808318251,-1.0202504344833017,8.719847940179758,75.56116180419922,0.7003757357597351
2,HiFiC,mi,0.00140510915431772,28.5228993677206,0.90418976345786,0.955630688466766,0.378725636550592,0.637807302763055,0.38539635317407,1.2589074938705096,8.984088636594993,76.5869857788086,0.7108820080757141
2,original.png,,0.0,inf,1.0,1,0.9999999999848491,1.0,0.36087012868806684,-1.0314690391561783,7.497288613752818,76.58475875854492,0.7160990238189697
4,ArNet,hi,0.00262874558364325,25.8025144393034,0.879423129656144,0.95535609129316,0.37785722938271,0.7117140953698534,0.46560723985874053,7.399331540503084,8.744118627621003,73.00647048950195,0.8041334748268127
4,ArNet,lo,0.0044114715648968,23.5541651576813,0.807593257549938,0.911211796536297,0.279130858221193,0.6602068378239481,1.0,23.5085838561225,10.813721139902707,68.3959747314453,0.7969980239868164
4,ArNet,mi,0.00299739004563785,25.2325673932122,0.862722544940084,0.947534936408387,0.351346795474235,0.6996426941924104,0.5028130789837356,11.597920700628578,9.618507435139374,72.4798957824707,0.778076708316803
4,ESRGAN,hi,0.00435953071662414,23.6056025801344,0.810170497172443,0.948898966332711,0.345359032966401,0.6653730784293834,0.4109322089896199,10.276907407350421,9.242330309513287,71.70096054077149,0.7668170928955078
4,ESRGAN,lo,0.0067829562217676,21.6858098592865,0.760251728475729,0.919920297158006,0.275074947259245,0.6247900926580378,0.44623085283131875,8.253226500790419,6.916503429748048,71.72992782592773,0.7551555633544922
4,ESRGAN,mi,0.00631491090070748,21.9963277267857,0.759075932667693,0.923594736729337,0.277787477428415,0.6232733672553356,0.39162067228450603,1.8377596595675811,6.365216213164804,71.7262565612793,0.7741373181343079
4,hevc,hi,0.00158475487159504,28.0003790451664,0.92481824198078,0.963813101865806,0.438736679096066,0.7138471426793821,0.42432047355460045,18.168856874189686,5.747506214345959,72.97474517822266,0.8177133202552795
4,hevc,lo,0.00339591924670147,24.6904264561563,0.841341457274598,0.9216821926285,0.317880289141959,0.6452534388441009,0.6138495933532718,31.059651470519242,8.320296263661499,69.98600692749024,0.7359433174133301
4,hevc,mi,0.00306093231884478,25.1414627310674,0.861181330469021,0.932758727304139,0.336136295635817,0.6786849515930395,0.5660909894784074,19.51990577876549,7.424494550822375,70.5485855102539,0.7112911343574524
4,HiFiC,hi,0.00234800954401558,26.2930014213273,0.888412618135273,0.970211682232975,0.406732472360406,0.7360665703590891,0.5469424230878963,-2.3815038469652166,7.258975228234687,73.16985778808593,0.7958629131317139
4,HiFiC,lo,0.00464414731253242,23.330940128772,0.801092773677405,0.928607011461741,0.292682032178286,0.670694477222909,0.424048170776453,-0.8572954636802308,8.963511812301403,73.74560775756837,0.743582546710968
4,HiFiC,mi,0.00345880237254381,24.6107425179473,0.841659642314078,0.950176912636369,0.342232721259416,0.6886138863983158,0.48659607789888804,-3.9043432695331433,9.875972616377453,74.08298950195312,0.7947163581848145
4,original.png,,0.0,inf,1.0,1,0.9999999999895062,1.0,0.7428061262792359,3.483046200733355,6.060258637735314,73.70052108764648,0.7894383072853088
5,ArNet,hi,0.00187739761724338,27.2644373766794,0.908513361724354,0.969024938957628,0.43012017774235,0.6652931401083974,0.43800705914541666,34.03697875825375,10.77165253122733,72.17512664794921,0.7557326555252075
5,ArNet,lo,0.00309172767082838,25.0979876710338,0.874967306576499,0.947366095054162,0.347281288997167,0.6185280981031446,0.3859020334417862,41.25443602813729,11.254198887119864,70.40686950683593,0.662230372428894
5,ArNet,mi,0.00208963408285906,26.7992975681155,0.90309634649116,0.966041992946362,0.409676333937572,0.6539509120295562,0.43860760295559875,33.69582494886171,10.679907859702036,72.31915740966797,0.7374430894851685
5,ESRGAN,hi,0.00250856012206781,26.0057548587824,0.923645973939126,0.981493700480992,0.469405392961237,0.6857971565494383,1.0,3.8889471376622566,8.234988280843877,78.17057800292969,0.7567453384399414
5,ESRGAN,lo,0.00382678256217975,24.171662136909,0.882044868609221,0.968688675944651,0.389815306681762,0.6519224162040664,0.3359535773882643,4.334610865860299,8.63185734129943,74.97696456909179,0.7910061478614807
5,ESRGAN,mi,0.003440270864923,24.6340736251266,0.898205850673096,0.9721963848364,0.392267927553349,0.6541881935456555,0.3901472093335027,6.5327139808563,6.972590026624068,76.1920539855957,0.7681909799575806
5,hevc,hi,0.000755730226756509,31.2163320706497,0.961440613956658,0.987577763160679,0.525751283346331,0.7274671440032571,0.3940177730357884,55.48778972778641,8.960327819695467,76.49641799926758,0.7425550222396851
5,hevc,lo,0.00190053638919316,27.2112381063099,0.926116295826091,0.974882726206852,0.426619980192706,0.6709051430383637,0.3068166400007099,64.26238455500376,11.693110486787047,74.01622085571289,0.7081161737442017
5,hevc,mi,0.00176221390820522,27.539413754276,0.931834692883507,0.974407432229963,0.422203135839466,0.6978502129445473,0.38535282881241123,57.18860804341122,10.429661753866826,72.98033828735352,0.679612398147583
